Punjab Assembly ,Name of Candidate,"Number of Votes Polled
","Party Affiliation
","Symbol Allocated
",Total Constituency Voters,Total Male,Total Female,Casted Votes,Casted Male,Female Vote Polled,Rejected Votes,Turnout %
PP-158,Mian Muhammad Shehbaz Sharif,38642,PML-N,Tiger(284),,,,,,,,
PP-158,Yousaf Ali,23847,IND-PTI,Door,,,,,,,,
PP-158,Majid Munir Awan,11744,TLP,Crane(71),,,,,,,,
PP-158,Chaudhary Muhammad Ali,4525,IND,,,,,,,,,
PP-158,Muhammad Ijaz,2477,JIP,,,,,,,,,
PP-158,Syed Ajlal Abbas Haider,748,IND,,,,,,,,,
PP-158,muhammad Mansha,355,IND,,,,,,,,,
PP-158,Nadeem Abbas,310,IND,,,,,,,,,
PP-158,Rana Arshan Ali,302,IND,,,,,,,,,
PP-158,Abdul Samad Khan,235,IND,,,,,,,,,
PP-158,Muhammad Umair Anwar Awan,202,IND,,,,,,,,,
PP-158,Rao Shahab Ud Din,166,IND,,,,,,,,,
PP-158,Kaleem Ullah,157,IND,,,,,,,,,
PP-158,Khalil Ahmad,151,PTE,,,,,,,,,
PP-158,Muhammad Saleem,95,IND,,,,,,,,,
PP-158,Muhammad Aslam,95,IND,,,,,,,,,
PP-158,Muhammad Hamza Azeem Pahat,85,IND,,,,,,,,,
PP-158,Muhammad Shakeel,85,IND,,,,,,,,,
PP-158,Tariq Shabbir,75,IND,,,,,,,,,
PP-158,Muhammad Javed,74,IND,,,,,,,,,
PP-158,Khalid Yaqoob,43,IND,,,,,,,,,
PP-158,Ghulam Muhammad,40,IND,,,,,,,,,
PP-158,Muhammad Tariq,35,IND,,,,,,,,,
PP-158,Muhammad Jahangir,34,IND,,,,,,,,,
PP-158,Kafeel Ahmad,-,IND,,,,,,,,,
PP-158,Salman Amjad,-,IND,,,,,,,,,
PP-158,Arshad Hussain,-,IND,,,,,,,,,
PP-158,Abdul Ghaffar,-,IND,,,,,,,,,
PP-158,Asma Shaukat,-,IND,,,,,,,,,
PP-159,Maryam Nawaz Sharif,23598,PML-N,Tiger(284),,,,,,,,
PP-159,Mehar Sharafat Ali,21491,IND-PTI,Cricket Stumps,,,,,,,,
PP-159,Syed Omer Sharif Bokhari,1658,PPP,Arrow(12),,,,,,,,
PP-159,Rana Tuqeer Asif,863,JIP,,,,,,,,,
PP-159,Muhammad Yousaf,344,MML,,,,,,,,,
PP-159,Muhammad Imtiaz,245,JUIF,,,,,,,,,
PP-159,Muzammil Hussain,135,IND,,,,,,,,,
PP-159,Raja Asad Iqbal,130,IND,,,,,,,,,
PP-159,Muhammad Hassan Raza Naqshbandi,125,TLP,Crane(71),,,,,,,,
PP-159,Akbar Hussain,112,IND,,,,,,,,,
PP-159,Asad Ullah khan,101,IND,,,,,,,,,
PP-159,Muhammad Sajjad Hassan,53,IND,,,,,,,,,
PP-159,Rana Atta Muhammad,44,IND,,,,,,,,,
PP-159,Kausar Ali Sulehri,39,IND,,,,,,,,,
PP-159,Ali murtaza,-,IND,,,,,,,,,
PP-159,Sohail Ahmad,-,PAT,,,,,,,,,
PP-159,Azeem Ullah Khan,-,IND,,,,,,,,,
PP-160,Malik Asad Ali,26761,PML-N,Tiger(284),,,,,,,,
PP-160,Azam Khan Niazi,21249,IND-PTI,Tongs,,,,,,,,
PP-160,Sajid Mahmood,9759,TLP,Crane(71),,,,,,,,
PP-160,Mian misbah ur Rehman,3965,PPP,Arrow(12),,,,,,,,
PP-160,Ammar Ali Jan,1573,HKP,,,,,,,,,
PP-160,Hafiz Laique Ahmad Shahid,1169,JIP,,,,,,,,,
PP-160,Abdul Ghafoor,708,MML,,,,,,,,,
PP-160,Khalid Ishaq,324,JUIF,,,,,,,,,
PP-160,Atif Ayub Mayo,317,IND,,,,,,,,,
PP-160,Muhammad Zulqarnain,286,PNP,,,,,,,,,
PP-160,Wakif Tehmasab Kiyani,173,IND,,,,,,,,,
PP-160,Shakir Ali,128,IND,,,,,,,,,
PP-160,Muhammad Ali Yazdani,108,IND,,,,,,,,,
PP-160,shoukat Ali,81,IND,,,,,,,,,
PP-160,Ghulam Murtaza Ajaz,70,IND,,,,,,,,,
PP-160,Muhammad Asif Bhatti,42,IND,,,,,,,,,
PP-160,Muhammad Ali Aftab,37,IND,,,,,,,,,
PP-160,Habib Ullah,27,JUI-N,,,,,,,,,
PP-160,Nadir Ali,25,IND,,,,,,,,,
PP-161,Farukh javed,46947,IND-PTI,Brush,,,,,,,,
PP-161,Omer Sohail,28855,PML-N,Tiger(284),,,,,,,,
PP-161,Faisal Mir,5098,PPP,Arrow(12),,,,,,,,
PP-161,Shahzeb Ahmad,4544,TLP,Crane(71),,,,,,,,
PP-161,Malik Shahid Aslam,3109,JIP,,,,,,,,,
PP-161,Chaudhry Murtaza Akram,2925,IND,,,,,,,,,
PP-161,Chaudhry Mahmood Ali,973,MML,,,,,,,,,
PP-161,Muhammad Akram,195,IND,,,,,,,,,
PP-161,Faeez Khan,186,IND,,,,,,,,,
PP-161,Taimoor Majeed,163,IND,,,,,,,,,
PP-161,Mian Muhammad Waqar Yasin,156,IND,,,,,,,,,
PP-161,Belal Awais,139,IND,,,,,,,,,
PP-161,Muhammad Imran Akbar,133,IND,,,,,,,,,
PP-161,Sumera Bibi,119,PML,,,,,,,,,
PP-161,Ifat Siddique,118,IND,,,,,,,,,
PP-161,Chaudry Zahid Akram,117,PTI-N,,,,,,,,,
PP-161,Mehmood Ahmad Bhatti,110,IND,,,,,,,,,
PP-161,Muhammad Shabbir,107,IND,,,,,,,,,
PP-161,Abdul Karim Rahi Kalwar,99,IND,,,,,,,,,
PP-161,Aamir Jalil Siddiqui,99,IND,,,,,,,,,
PP-161,Mian Tariq Aziz,91,IND,,,,,,,,,
PP-161,Asad Karim Kalwar,79,IND,,,,,,,,,
PP-161,Shahid Siddique Khan,61,IND,,,,,,,,,
PP-161,Fahmida,52,IND,,,,,,,,,
PP-161,Saeed Al Hasan Jafari,47,IND,,,,,,,,,
PP-161,Huram Shahzad,44,IND,,,,,,,,,
PP-161,Chaudhry Muhammad Aatif,40,IND,,,,,,,,,
PP-161,Asif Mehmood Kiyani,40,IND,,,,,,,,,
PP-161,Khadija Hassan,32,IND,,,,,,,,,
PP-161,Qaiser Mahmood,26,IND,,,,,,,,,
PP-161,Usman Shaukat,26,IND,,,,,,,,,
PP-161,Muhammad Ahmed,24,IND,,,,,,,,,
PP-161,Amir Riaz Qureshi,21,IND,,,,,,,,,
PP-161,Muhammad Owais Shabbir,19,IND,,,,,,,,,
PP-161,Mohammad Azhar Imran,16,IND,,,,,,,,,
PP-161,Muhammad Jahangir,16,IND,,,,,,,,,
PP-161,Akhtar Hussain,13,IND,,,,,,,,,
PP-161,Umul Banin Ali,11,IND,,,,,,,,,
PP-161,Muhammad Fayyaz,11,IND,,,,,,,,,
PP-161,Khawar Naheed Mohal,10,IND,,,,,,,,,
PP-161,Rana Muhammad Shaheryar,9,IND,,,,,,,,,
PP-161,Mohammad Adeel,6,IND,,,,,,,,,
PP-161,Ali Naveed Bhatti,-,IND,,,,,,,,,
PP-161,Syed Hasnat Ahmed,-,IND,,,,,,,,,
PP-161,Muhammad Amir Shehzad,-,IND,,,,,,,,,
PP-162,Shabaz Ali Khokhar,43422,PML-N,Tiger(284),,,,,,,,
PP-162,Shabir Ahmad,40488,IND-PTI,Duck,,,,,,,,
PP-162,Manzar Abbas Malik,3202,PPP,Arrow(12),,,,,,,,
PP-162,Malik Nisar Ahmad Khokhar,2685,IND,,,,,,,,,
PP-162,Sarfraz Hussain Babar,2594,TLP,Crane(71),,,,,,,,
PP-162,Khalid Ahmad,652,JIP,,,,,,,,,
PP-162,Khalid Naik,652,MML,,,,,,,,,
PP-162,Chaudhry Muhammad Aatif,488,IND,,,,,,,,,
PP-162,Syed Ammar Haider Naqvi,170,IND,,,,,,,,,
PP-162,Jameel Saleem,146,IND,,,,,,,,,
PP-162,Farrukh Javed,110,IND,,,,,,,,,
PP-162,Waheed Farooq Chaudhary,74,IND,,,,,,,,,
PP-162,Abdul Sammi Khan,68,PTI-N,,,,,,,,,
PP-162,Ch Zubair Ahmed Kasana,67,IND,,,,,,,,,
PP-162,Shoukat Ali Khokhar,66,IND,,,,,,,,,
PP-162,Malik Imran Ali Khokhar,63,IND,,,,,,,,,
PP-162,Malik Sher Zaman,47,IND,,,,,,,,,
PP-162,Faisal Majeeb Shami,36,IND,,,,,,,,,
PP-162,Mian Muhammad Saleem,29,IND,,,,,,,,,
PP-162,Muhammad Azmat Zia,26,IND,,,,,,,,,
PP-162,Malik Muhammad Yamin,25,PMP,,,,,,,,,
PP-162,Muhammad Asif Jutt,22,IND,,,,,,,,,
PP-162,Ch Muhammad Sohail Umer,20,IND,,,,,,,,,
PP-162,Waqas Iftikhar,18,IND,,,,,,,,,
PP-162,sami Ullah,14,IND,,,,,,,,,
PP-162,Saeed Khan,14,IND,,,,,,,,,
PP-162,Abdullah Khalid,13,IND,,,,,,,,,
PP-162,Hafiz Muhammad Akhtar Rasool,13,IND,,,,,,,,,
PP-162,Muhammad Iqbal Qureshi,12,IND,,,,,,,,,
PP-162,Wallyat Ali,10,IND,,,,,,,,,
PP-162,Muhammad Asif Shahzad Khan,9,IND,,,,,,,,,
PP-162,Syed Khurram Abbas Naqvi,8,IND,,,,,,,,,
PP-162,Muhammad Naveed,7,IND,,,,,,,,,
PP-162,Muhammad Javed Aslam,5,IND,,,,,,,,,
PP-162,Abdullah Naeem,5,IND,,,,,,,,,
PP-162,Hafiz Mohib Ullah,5,IND,,,,,,,,,
PP-162,Rana Kamran Ali,-,IND,,,,,,,,,
PP-162,Sagheer Ahmad Khokhar,-,IND,,,,,,,,,
PP-162,Assavir Nadeem,-,IND,,,,,,,,,
PP-163,Imran Javaid,23120,PML-N,Tiger(284),,,,,,,,
PP-163,Azeem Ullah Khan,21778,IND-PTI,Clock,,,,,,,,
PP-163,Iqbal Farooq SIND-PTIhu,7920,TLP,Crane(71),,,,,,,,
PP-163,Muhammad Fiaz Bhatti,6508,IND,,,,,,,,,
PP-163,Syed Ammar Haider Naqvi,3317,IND,,,,,,,,,
PP-163,Waqas Ahmad Butt,2418,JIP,,,,,,,,,
PP-163,Muhammad Imran,1875,MML,,,,,,,,,
PP-163,Kamran Yusuf,1107,IND,,,,,,,,,
PP-163,Sardar Nasir Javed Dogar,444,IND,,,,,,,,,
PP-163,Muhammad Younas Chohan,228,IND,,,,,,,,,
PP-163,Shabbir Ahmad,106,IND,,,,,,,,,
PP-163,sarah,64,IND,,,,,,,,,
PP-163,Ali Ijaz,58,IND,,,,,,,,,
PP-163,Muhammad Umais,55,IND,,,,,,,,,
PP-163,Malik Imran Ali Khokhar,54,IND,,,,,,,,,
PP-163,Akhtar Hussain,42,IND,,,,,,,,,
PP-163,Jasim Tahseen Sadiq,38,IND,,,,,,,,,
PP-163,Sheraz Altaf,35,AFP,,,,,,,,,
PP-163,Gulraiz Iqbal,31,IND,,,,,,,,,
PP-163,Muhammad Umar Waris,28,IND,,,,,,,,,
PP-163,Farrukh Naeem Khan,28,IND,,,,,,,,,
PP-163,Hamza Saeed Khan,26,IND,,,,,,,,,
PP-163,Muhammad Hamza Khalid,26,IND,,,,,,,,,
PP-163,Mian Muhammad Asghar,18,IJI,,,,,,,,,
PP-163,Mahmood Ahmad,15,IND,,,,,,,,,
PP-163,Ch Muhammad Aslam Gill,14,IND,,,,,,,,,
PP-163,Muhammad Amin Zulqarnain,12,IND,,,,,,,,,
PP-163,Mian Muhammad Saleem,11,IND,,,,,,,,,
PP-163,Muhammad Asif Jutt,11,IND,,,,,,,,,
PP-163,Muhammad Altaf Ajiz,6,IND,,,,,,,,,
PP-163,Zameer Ahmad,-,IND,,,,,,,,,
PP-163,Muhammad Awn Saqlain,-,IND,,,,,,,,,
PP-163,Khalid Ahmad,-,IND,,,,,,,,,
PP-164,Mian Muhammad Shehbaz Sharif,27099,PML-N,Tiger(284),,,,,,,,
PP-164,Yusaf mayo,25919,IND-PTI,Radio,,,,,,,,
PP-164,Muhammad Yusuf,25919,IND,,,,,,,,,
PP-164,Amjad Naeem,7129,TLP,Crane(71),,,,,,,,
PP-164,Ghulam Mustafa,3371,PPP,Arrow(12),,,,,,,,
PP-164,Iftikhar Ahmad,1425,JIP,,,,,,,,,
PP-164,Naveed Yousaf,1082,IND,,,,,,,,,
PP-164,Muhammad Akram,803,MML,,,,,,,,,
PP-164,Kamran Yusuf,473,IND,,,,,,,,,
PP-164,Muhammad Haji,275,IND,,,,,,,,,
PP-164,Zameer Ahmed,207,IND,,,,,,,,,
PP-164,Haram Shahzad,169,IND,,,,,,,,,
PP-164,Muhammad Irfan Mayo,89,IND,,,,,,,,,
PP-164,Khalid Naik,81,IND,,,,,,,,,
PP-164,Zaryab Azeem Pahat,80,IND,,,,,,,,,
PP-164,muhammad Mansha,78,IND,,,,,,,,,
PP-164,Muhammad zahid Bashir,77,IND,,,,,,,,,
PP-164,Nakash Saleem,60,IND,,,,,,,,,
PP-164,Kafeel Ahmad,52,IND,,,,,,,,,
PP-164,Muhammad Wasim Aslam,49,IND,,,,,,,,,
PP-164,Ali Ishtiaq,42,IND,,,,,,,,,
PP-164,Shakeel Ahmed,38,IND,,,,,,,,,
PP-164,"Mohammed, Rashid Minhas",35,IND,,,,,,,,,
PP-164,Rao Shahab Ud Din,25,IND,,,,,,,,,
PP-164,Khalid Farooq,25,IND,,,,,,,,,
PP-164,Hashim Ali,22,IND,,,,,,,,,
PP-164,Malik Muhammad Abbas Farooq,22,IND,,,,,,,,,
PP-164,Mohammed Shakil,16,IND,,,,,,,,,
PP-164,Khalid Hussain,15,IND,,,,,,,,,
PP-164,Shahid Iqbal,9,MQM-P,,,,,,,,,
PP-165,Ahmer Bhatti,29390,IND-PTI,Dhol,,,,,,,,
PP-165,Shahzad Nazir,28427,PML-N,Tiger(284),,,,,,,,
PP-165,Safdar Dilshad,4330,PPP,Arrow(12),,,,,,,,
PP-165,Khalil Ur Rehman,1368,JUIF,,,,,,,,,
PP-165,Muhammad Younus,903,JIP,,,,,,,,,
PP-165,Farman Ali,866,IND,,,,,,,,,
PP-165,Muhammad Ghafoor,353,PPP-SB,,,,,,,,,
PP-165,Tariq Masood,344,MML,,,,,,,,,
PP-165,Arif Ali,171,PAT,,,,,,,,,
PP-165,Muhammad Irfan,111,TLP,Crane(71),,,,,,,,
PP-165,Ghulam Farooq,103,IND,,,,,,,,,
PP-165,Rashid Mahmood,58,IND,,,,,,,,,
PP-165,Atta Ullah Asif,43,IND,,,,,,,,,
PP-165,Muhammad Abdullah,34,IND,,,,,,,,,
PP-165,Jamil Ahmed,33,IND,,,,,,,,,
PP-165,Rao Muhammad Imran,27,IND,,,,,,,,,
PP-165,saif ul malook,27,IND,,,,,,,,,
PP-165,Chaudhary Ashfaq Hussain,24,IND,,,,,,,,,
PP-165,Muhammad Shahid Khan,22,IND,,,,,,,,,
PP-165,Waqar Fazal,22,IND,,,,,,,,,
PP-165,Sarwar Mehmood Shaheen,19,IND,,,,,,,,,
PP-165,Muhammad Aslam Khan,15,IND,,,,,,,,,
PP-166,Muhammad Anas Mehmood,32270,PML-N,Tiger(284),,,,,,,,
PP-166,Khalid Mehmood Gujjar,30611,IND-PTI,Dhol,,,,,,,,
PP-166,Muhammad Nawaz,13413,TLP,Crane(71),,,,,,,,
PP-166,Ghulam Hussain,-,JIP,,,,,,,,,
PP-166,Malik Ashfaq Ahmed Bhatti,-,IND,,,,,,,,,
PP-166,Muhammad Nasir Ali,-,IND,,,,,,,,,
PP-166,Kaleem Ullah,-,IND,,,,,,,,,
PP-166,Sehar Ahmed,-,IND,,,,,,,,,
PP-166,Saeed Ullah Hassan,-,IND,,,,,,,,,
PP-166,Rana Sarmad Faryad,-,IND,,,,,,,,,
PP-166,Khalid Umar,-,IND,,,,,,,,,
PP-166,Touseef Malik,-,IND,,,,,,,,,
PP-166,Iftikhar Ahmed,-,IND,,,,,,,,,
PP-166,Wasim Arif,-,IND,,,,,,,,,
PP-166,Malik Abid Hussain Bara,-,IND,,,,,,,,,
PP-166,Khalid Pervaiz,-,PAT,,,,,,,,,
PP-166,Miqdam Manzoor,-,IND,,,,,,,,,
PP-166,Muhammad Farooq Rana,-,IND,,,,,,,,,
PP-166,Aqil Omar,-,IND,,,,,,,,,
PP-166,Shahzad Nazir,-,IND,,,,,,,,,
PP-166,Saad Manzoor,-,IND,,,,,,,,,
PP-166,Danyal Kamil Omar,-,IND,,,,,,,,,
PP-166,Chaudhary Ashfaq Hussain,-,IND,,,,,,,,,
PP-166,Awais Ahmad Bhatti,-,IND,,,,,,,,,
PP-166,Naila Khalid,-,MML,,,,,,,,,
PP-166,Waseem Amin,-,IND,,,,,,,,,
PP-166,Malik Zia Ur Rehman,-,IND,,,,,,,,,
PP-166,Muhammad Saleem Ch,-,IND,,,,,,,,,
PP-166,Mubashir Hassan Rana,-,IND,,,,,,,,,
PP-166,Asim Malik,-,IND,,,,,,,,,
PP-166,Shahid Ali,-,IND,,,,,,,,,
PP-166,Rana Muhammad Tariq,-,IND,,,,,,,,,
PP-166,Ch Khalid Mehmood Ghurki,-,IND-PTI,,,,,,,,,
PP-166,Javaid Umar,-,IND,,,,,,,,,
PP-166,Awais Ahmad,-,IND,,,,,,,,,
PP-166,Imran Yaseen,-,JUIF,,,,,,,,,
PP-166,Mansoor Amin,-,IND,,,,,,,,,
PP-167,Irfan Shafi Khokhar,23248,PML-N,Tiger(284),,,,,,,,
PP-167,Ammar Bashir Gujjar,21169,IND-PTI,Medal,,,,,,,,
PP-167,shahadat Ali,5018,TLP,Crane(71),,,,,,,,
PP-167,Chaudhry Abdul Qayyum,2227,JIP,,,,,,,,,
PP-167,Muhammad Akram Shaheen,1826,IND,,,,,,,,,
PP-167,Syed Hassan raza Zaidi,1758,PPP,Arrow(12),,,,,,,,
PP-167,Malik Jahangir Hussain,841,IND,,,,,,,,,
PP-167,Naeem Abbas Malik,145,IND,,,,,,,,,
PP-167,Saqib Javed,114,MML,,,,,,,,,
PP-167,Mian Muhammad Jamil,90,IND,,,,,,,,,
PP-167,Malik Nadeem Abbas,90,IND,,,,,,,,,
PP-167,Muhammad Awais,80,PNP,,,,,,,,,
PP-167,Chaudhry Azhar Hussain,66,IND,,,,,,,,,
PP-167,Muzammil Hussain,56,BPP,,,,,,,,,
PP-167,Chaudhry Muhammad Atif,51,IND,,,,,,,,,
PP-167,Muhammad Jahangir,39,IND,,,,,,,,,
PP-167,Rizwan zia Khan,37,IND,,,,,,,,,
PP-167,Matie Ullah Khan,32,IND,,,,,,,,,
PP-167,Malik Nisar Ahmad Khokhar,30,IND,,,,,,,,,
PP-167,Abdullah Naeem,26,IND,,,,,,,,,
PP-167,Gulraiz Iqbal,20,IND,,,,,,,,,
PP-167,Waseem Munir,20,IND,,,,,,,,,
PP-167,Malik Muhammad Zaman,17,IND,,,,,,,,,
PP-167,Shan Ali,16,IND,,,,,,,,,
PP-167,Amjad Ali,15,IND,,,,,,,,,
PP-167,Talal Ahmed Bajwa,12,IND,,,,,,,,,
PP-167,Muhammad Faheem Shahid,9,IND,,,,,,,,,
PP-167,Umar Khattab Dogar,8,IND,,,,,,,,,
PP-167,Asma Zaheer Abbas,8,IND,,,,,,,,,
PP-167,Touseef Malik,8,IND,,,,,,,,,
PP-167,Amir Javaid,7,IND,,,,,,,,,
PP-167,Malik Asif Abbas,7,IND,,,,,,,,,
PP-167,Waqas Iftikhar,7,IND,,,,,,,,,
PP-167,Muhammad Naveed,7,IND,,,,,,,,,
PP-167,Bilawal Ayub,6,IND,,,,,,,,,
PP-167,Salman Raza Bara,5,IND,,,,,,,,,
PP-167,Asim Malik,5,IND,,,,,,,,,
PP-167,Ehsan Mushtaq Toor,1,IND,,,,,,,,,
PP-167,Muhammad Zia Ullah Khan,-,IND,,,,,,,,,
PP-167,Amir Moazzam,-,IND,,,,,,,,,
PP-167,Syed Fakhar Raza Zaidi,-,IND,,,,,,,,,
PP-168,Faisal Ayub,32727,PML-N,Tiger(284),,,,,,,,
PP-168,Malik Nadeem Abbas,27577,IND-PTI,Cricket Stumps,,,,,,,,
PP-168,Ghulam Serwar,5767,TLP,Crane(71),,,,,,,,
PP-168,Zikrullah Mujahid,3688,JIP,,,,,,,,,
PP-168,Tariq Saeed,1179,PPP,Arrow(12),,,,,,,,
PP-168,Abdul Razzaq Chaudhry,786,MML,,,,,,,,,
PP-168,Zohaib Ahmad,347,JUIF,,,,,,,,,
PP-168,Malik Tariq Hussain,263,IND,,,,,,,,,
PP-168,Aqeel Nadir Khan,148,PNP,,,,,,,,,
PP-168,Allah Ditta,136,IND,,,,,,,,,
PP-168,Muhammad Tariq,91,IND,,,,,,,,,
PP-168,Salman Raza Bara,81,IND,,,,,,,,,
PP-168,Malik Jahangir Hussain,59,IND,,,,,,,,,
PP-168,Aqeel Abbas,59,IND,,,,,,,,,
PP-168,Abdullah Arshad,39,IND,,,,,,,,,
PP-168,Shahzadi Kishwar,26,IND,,,,,,,,,
PP-168,Syed Shuja Ali,26,IND,,,,,,,,,
PP-168,Nadeem bara,-,IND-PTI,,,,,,,,,
PP-169,Malik Khalid Pervaiz Khokhar,85018,PML-N,Tiger(284),,,,,,,,
PP-169,Mian Mahmood ur Rashid,62805,IND-PTI,Racket,,,,,,,,
PP-169,Syed Naseeb Ullah Gardezi,5,IND,,,,,,,,,
PP-169,Ch Kabir Ahmad,-,TLP,Crane(71),,,,,,,,
PP-169,Ahmad Salman Baloch,-,JIP,,,,,,,,,
PP-169,Muhammad Akram Dogar,-,IND,,,,,,,,,
PP-169,Usman Shoukat,-,IND,,,,,,,,,
PP-169,Talha Ehsan,-,IND,,,,,,,,,
PP-169,Sajid Hameed,-,IND,,,,,,,,,
PP-169,Hasnain Rafiq,-,IND,,,,,,,,,
PP-169,Javed Malik,-,IND,,,,,,,,,
PP-169,Asad Ali Khan,-,IND,,,,,,,,,
PP-169,Muhammad Shahzad,-,PML,,,,,,,,,
PP-169,Mian Muhammad Usman Aziz,-,IND,,,,,,,,,
PP-169,Muhammad Omair Jamil,-,IND,,,,,,,,,
PP-169,Kulsoom Akram,-,IND,,,,,,,,,
PP-169,Abdul Latif Hanjra,-,IND,,,,,,,,,
PP-169,Zeeshan Akhtar,-,IND,,,,,,,,,
PP-169,Hafiz Muhammad Shafique,-,IND,,,,,,,,,
PP-169,Basharat Ali,-,IND,,,,,,,,,
PP-169,Muhammad Akram raja,-,PPP,Arrow(12),,,,,,,,
PP-169,Agha Muhammad Ali Khan,-,MQM-P,,,,,,,,,
PP-169,Mian Muhammad Amjad Iqbal,-,IND,,,,,,,,,
PP-169,Muhammad Sheroz Khan,-,IND,,,,,,,,,
PP-169,Ghulam Arbi,-,IND,,,,,,,,,
PP-169,Zaheer Babar,-,IND,,,,,,,,,
PP-169,Syed Ali Hussain Shah,-,IND,,,,,,,,,
PP-169,Dilshad Ahmad,-,IND,,,,,,,,,
PP-169,Hafiz Ali Mustafa,-,IND,,,,,,,,,
PP-169,Amina Mahmood,-,IND,,,,,,,,,
PP-169,Abdul Rehman,-,JUIF,,,,,,,,,
PP-169,Mian Mehmood Ur Rashid,-,IND,,,,,,,,,
PP-169,Arslan Hanif Chaudhry,-,MML,,,,,,,,,
PP-169,Muhammad Nauman Qaiser,-,IND,,,,,,,,,
PP-170,Mian Muhammad Haroon Akbar,64143,IND-PTI,Racket,,,,,,,,
PP-170,Rana Ahsan,40661,PML-N,Tiger(284),,,,,,,,
PP-170,Muhammad Bilal Ahmed,7851,TLP,Crane(71),,,,,,,,
PP-170,Sana Adeel,2432,IPP,,,,,,,,,
PP-170,Ahmad Raza Butt,2392,JIP,,,,,,,,,
PP-170,Rizwan Ul haq,1029,IND,,,,,,,,,
PP-170,Abid Rehman,864,MML,,,,,,,,,
PP-170,Bahadur Khan,775,IND,,,,,,,,,
PP-170,Muhammad Nadeem Asghar,531,IND,,,,,,,,,
PP-170,Mian Muhammad Tariq,453,IND,,,,,,,,,
PP-170,Abdul Rehman Tahir,284,IND,,,,,,,,,
PP-170,Ahmad Saud,257,IND,,,,,,,,,
PP-170,Khadim Hussain Qaiser,172,IND,,,,,,,,,
PP-170,Muhammad Ajasam Sharif,120,IND,,,,,,,,,
PP-170,Syeda Irm Naveed Bukhari,118,IND,,,,,,,,,
PP-170,Shahid Sarwar,104,IND,,,,,,,,,
PP-170,Ch Khalid Mehmood Ghurki,102,IND,,,,,,,,,
PP-170,Taqi Raza Khan,91,IND,,,,,,,,,
PP-170,Muhammad Waheed Gul,90,IND,,,,,,,,,
PP-170,Muhammad Waheed,90,IND,,,,,,,,,
PP-170,Naseer Ahmad,59,JUI-N,,,,,,,,,
PP-170,Rizwan Riaz,55,IND,,,,,,,,,
PP-170,Ahsan Elahi,49,IND,,,,,,,,,
PP-170,Asad Ullah Usman,40,IND,,,,,,,,,
PP-170,Kafeel Ahmed Pir Zada,39,IND,,,,,,,,,
PP-170,Hafiz Muhammad Mohsin Khalid,30,IND,,,,,,,,,
PP-170,Ali Abass,28,IND,,,,,,,,,
PP-170,Rana Tassawar Hussain,27,JUI-NP,,,,,,,,,
PP-170,Afnan Afzal Malik,26,IND,,,,,,,,,
PP-170,Syed Seerat Hussain Jafri,25,IND,,,,,,,,,
PP-170,Asif Rehman,20,IND,,,,,,,,,
PP-170,Muhammad Nauman Qaiser,19,IND,,,,,,,,,
PP-170,Rana Javed Iqbal,19,IND,,,,,,,,,
PP-170,Hassan Zaman,18,IND,,,,,,,,,
PP-170,Abdul Karim Rahi Kalwar,5,IND,,,,,,,,,
PP-170,Samina Khawar Hayat,-,IND,,,,,,,,,
PP-171,Mian Muhammad Aslam Iqbal,61847,IND-PTI,Aeroplane,,,,,,,,
PP-171,Mehr Ishtiaq Ahmed,36955,PML-N,Tiger(284),,,,,,,,
PP-171,Ijaz Bashir Chaudhary,9512,TLP,Crane(71),,,,,,,,
PP-171,Bajjash Khan Niazi,3514,IND,,,,,,,,,
PP-171,Shahid Naveed Malik,1779,JIP,,,,,,,,,
PP-171,Arslan Naveed,942,MML,,,,,,,,,
PP-171,Imran Dawood,905,PPP,Arrow(12),,,,,,,,
PP-171,Naseeer Ahmad Ahrar,658,JUIF,,,,,,,,,
PP-171,Mian Muhammad Amjad Iqbal,421,IND,,,,,,,,,
PP-171,Mian Javed Iqbal,398,IND,,,,,,,,,
PP-171,Muhammad Hammad Azhar,327,IND,,,,,,,,,
PP-171,Mian Muhammad Azhar,327,IND,,,,,,,,,
PP-171,Muhammad Akram Dogar,95,IND,,,,,,,,,
PP-171,Muhammad Rafiq,93,IND,,,,,,,,,
PP-171,Muhammad Omair Jamil,83,IND,,,,,,,,,
PP-171,Muhammad Mumtaz Sarwar,73,IND,,,,,,,,,
PP-171,Suleman Hussain Sultani,47,IND,,,,,,,,,
PP-171,Shakeel Ahmad Pasha,44,IND,,,,,,,,,
PP-171,Kaleem Hafeez,42,IND,,,,,,,,,
PP-171,Baqir Hussain,41,IND,,,,,,,,,
PP-171,Khawaja Aamer Raza,38,IND,,,,,,,,,
PP-171,Farrukh Latif,29,IND,,,,,,,,,
PP-171,Rana Muhammad Sikander,10,IND,,,,,,,,,
PP-171,Arshad Javed,7,IND,,,,,,,,,
PP-172,Misbah Wajid,31378,IND-PTI,Study Table with chair,,,,,,,,
PP-172,Rana Mashood Ahmad Khan,28647,PML-N,Tiger(284),,,,,,,,
PP-172,Nauman Fazal,8392,TLP,Crane(71),,,,,,,,
PP-172,Bajjash Khan Niazi,3869,IND,,,,,,,,,
PP-172,Asif Mehmood Nagra,2448,PPP,Arrow(12),,,,,,,,
PP-172,Adnan Mustafa Chattha,1572,JIP,,,,,,,,,
PP-172,Ghulam Abbas,1080,MML,,,,,,,,,
